seed,start_class,P,temperature_K,wall_radius_nm,n_steps,primary_burn_in,sample_every,n_frames,n_paired_beads,p_inv,p_inv_no_wall_hessian,zeta50,zeta95,zeta_max,p_zeta_ge_5,rho_median_nm,rho_mean_nm,rho_p95_nm,rho_p99_nm,rho_max_nm,p_rho_gt_15nm,p_rho_gt_18p7nm,p_rho_gt_20nm,p_rho_gt_30nm,p_inv_first_half,p_inv_second_half,delta_p_inv_second_minus_first,rho_mean_first_half_nm,rho_mean_second_half_nm,delta_rho_mean_second_minus_first_nm
930300,compact,256,20.0,30.0,240000,60000,20,9000,2304000,0.925875,0.925875,17.275344848632812,26.24657440185547,27.292123794555664,0.9095316840277777,1.6435130834579468,1.8346606492996216,3.9204654693603516,5.1571149826049805,11.884666442871094,0.0,0.0,0.0,0.0,0.9258133680555556,0.9259366319444444,0.000123263888888836,1.8274965286254883,1.8418246507644653,0.01432812213897705
930301,compact,256,20.0,30.0,240000,60000,20,9000,2304000,0.9257907986111111,0.9257907986111111,17.237178802490234,26.244178771972656,27.273151397705078,0.9097391493055556,1.6482927799224854,1.8404111862182617,3.9302151203155518,5.160634994506836,11.135685920715332,0.0,0.0,0.0,0.0,0.9261666666666667,0.9254149305555556,-0.0007517361111111232,1.8447109460830688,1.8361115455627441,-0.008599400520324707
930302,dissociated,256,20.0,30.0,240000,60000,20,9000,2304000,0.9260386284722222,0.9260386284722222,17.278188705444336,26.247129440307617,27.347576141357422,0.9095967881944444,1.644066572189331,1.8363598585128784,3.9255778789520264,5.16384744644165,10.548140525817871,0.0,0.0,0.0,0.0,0.9255112847222222,0.9265659722222223,0.00105468750000004,1.8299543857574463,1.842765212059021,0.012810826301574707
930303,dissociated,256,20.0,30.0,240000,60000,20,9000,2304000,0.9242395833333333,0.9242395833333333,17.314186096191406,26.246931076049805,27.228572845458984,0.9083606770833333,1.635087013244629,1.8264214992523193,3.9055094718933105,5.146814823150635,11.281982421875,0.0,0.0,0.0,0.0,0.9251102430555556,0.9233689236111111,-0.0017413194444444446,1.8336619138717651,1.819181203842163,-0.01448071002960205
