beta,P,V_continuum,V_finiteP64,finiteP_bias_pct,basis_delta_K64_to_K81,kgrid_delta_N8_to_N12_at_K81
1.9,64,0.8310438321937623,0.8309534099745767,-0.010880559566509856,4.1300296516055823e-14,4.440892098500626e-16
