beta,P,V_continuum,V_finiteP64,finiteP_bias_pct,basis_delta_K64_to_K81,kgrid_delta_N8_to_N12_at_K81
2.25,64,0.7500314773916781,0.7499111277898174,-0.01604594013563561,1.3100631690576847e-14,6.661338147750939e-16
