beta,P,V_continuum,V_finiteP64,finiteP_bias_pct,basis_delta_K64_to_K81,kgrid_delta_N8_to_N12_at_K81
1.6,64,0.9451027194261388,0.9450338069627494,-0.007291531594703509,1.8141044222375058e-13,8.881784197001252e-16
