beta,P,V_continuum,V_finiteP64,finiteP_bias_pct,basis_delta_K64_to_K81,kgrid_delta_N8_to_N12_at_K81
0.5,64,2.152490622179182,2.1524812886649216,-0.000433614630624015,6.030581527483037e-07,9.560219282889193e-11
