beta,P,V_continuum,V_finiteP64,finiteP_bias_pct,basis_delta_K64_to_K81,kgrid_delta_N8_to_N12_at_K81
2.1,64,0.7796399709892032,0.779533135878206,-0.013703134135315227,2.0872192862952943e-14,1.6653345369377348e-15
