beta,P,V_continuum,V_finiteP64,finiteP_bias_pct,basis_delta_K64_to_K81,kgrid_delta_N8_to_N12_at_K81
2.35,64,0.7336018021335935,0.7334718465726797,-0.017714727599607107,1.0547118733938987e-14,9.992007221626409e-16
