beta,P,V_continuum,V_finiteP64,finiteP_bias_pct,basis_delta_K64_to_K81,kgrid_delta_N8_to_N12_at_K81
2.5,64,0.7129518184471605,0.7128065412059081,-0.020376866639988476,7.882583474838611e-15,7.771561172376096e-16
