nbin,D_PIMC_exactP64,D_SPLH_exactP64,residual_scale,null_q005,null_q025,null_q16,null_median,null_q84,null_q975,null_q995,p_null
8,0.01772600891272913,0.09098568169911578,1.0327955589886444,0.008241748273937512,0.009915363723890897,0.013122378632486975,0.017391863691709357,0.022805152182197135,0.029259494057492872,0.0341590354675375,0.4724076379618102
16,0.020058017556441016,0.09391018652333959,1.0327955589886444,0.01098795128706732,0.012914971675213889,0.01643811632797053,0.021027513341652683,0.02681461028336117,0.03371147864324839,0.038920589238505866,0.5758071209643951
32,0.021999644746112802,0.09522736052547046,1.0327955589886444,0.012730915138774385,0.014856206870400932,0.018634634959132597,0.023402426225252328,0.029359092262034064,0.03643844438924475,0.041756243101128604,0.6070219648901756
