P,n_chains,p_invalid,p_invalid_chain_sem,p_invalid_ci95_lo,p_invalid_ci95_hi,p_invalid_no_wall_diagnostic,p_invalid_no_wall_sem,p_invalid_no_wall_ci95_lo,p_invalid_no_wall_ci95_hi,zeta_median_chain_mean,zeta_p95_chain_mean,p_zeta_gt_2_chain_mean,p_zeta_gt_5_chain_mean,rho_median_nm_chain_mean,rho_mean_nm_chain_mean,delta_p_from_prev
64,10,0.8896041666666668,0.0003424877842684541,0.8889236111111112,0.8902027777777779,0.8896048611111113,0.0003425526284248047,0.8889493055555556,0.8901999999999999,17.332855033874512,26.271718788146973,0.8845312499999999,0.8702833333333334,1.4767207980155945,1.694667387008667,nan
128,10,0.9160670138888888,0.00020423112093592762,0.9156885329861111,0.9164472222222221,0.9160670138888888,0.00020423112093592762,0.91569234375,0.916460078125,17.310343933105468,26.252727127075197,0.9122951388888889,0.8991906249999999,1.6020405054092408,1.7957071304321288,0.02646284722222203
256,10,0.9248524305555555,0.00039411141337912894,0.9240048611111111,0.925468923611111,0.9248536458333332,0.000394137419259891,0.9240326128472222,0.9254696223958333,17.318186569213868,26.24653015136719,0.921453125,0.908770659722222,1.6374945044517517,1.8270547986030579,0.008785416666666768
